id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference
70,0,0,0,0,0,0.05177,0.254802,0,-0.25,-0.25,0,0,0,0,0,0.650797,0.72947,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0.010076,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.012784,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0.009434,0,0,0,0.045369,0.026747,0,0,0,0,0,0,0,0,0,0.026359,0.594627,0,0,-0.25,0,0,0,0,0,0.052688,0.747567,0,-0.25,-0.25,0,0,0,0,0,0.075734,0.608459,0,-0.25,-0.25,0,0,0,0,0,0.80999,0.843979,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805464,0,0,0,0,0,0,0,0,0,0.849309,0,0,-0.25,-0.25,0,0.026471,0.471976,0.734937,0.865292,0,0,-0.25,-0.25,-0.25,0,0.094737,0.478285,0.82555,0.865979,0.607392,0,-0.25,-0.25,-0.25,0,0,0.356298,0.019904,0.691099,0.571464,0,0,-0.25,-0.25,0,0,0,0,0.179104,0.856987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792119,0.69,0,0,-0.25,0,0,0,0,0,0.724852,0.764039,0,-0.25,-0.25,0,0.998092,0.987823,0,0.998886,0.986492,0,-0.25,0,0,0,0,0.998961,0.916536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972186,0,0,0,-0.25,0,0,0,0.994753,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978075,0.994114,0,-0.25,0,0,0,0,0.998291,0.994105,0,-0.25,0,0,0,0.995392,0.999879,0,0,0,0.998528,0.999927,0.999886,0.999965,0.999786,0,0,0,0.999912,0.999837,0.999719,0.999673,0.995683,0,-0.25,-0.25,0.999872,0.99506,0,0,0,0,-0.25,-0.25,0,0,0.99747,0.998786,0.966043,0,-0.25,-0.25,0,0.999596,0.999985,0.999993,0.999459,0,0,0,0.991835,0.999999,0.999807,0.999779,0.999942,0,0,0,0,0.99991,0.998017,0.908805,0.999825,0.880408,0,-0.25,49.451825
71,0,0,0,0,0,0,0.731097,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.012384,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0.08167,0,0,0,0.828385,0.251473,0,0,0,0,0.034749,0.043656,0.026709,0,0,0,0,0,0,0,0.016981,0.042553,0.780409,0.030954,0,0,0,0,-0.25,0.27154,0,0.412017,0,0,0,0,-0.25,-0.25,-0.25,0.124224,0.693374,0.886094,0,0,0,-0.25,-0.25,-0.25,-0.25,0.183288,0.094077,0.637168,0.580569,0,0,-0.25,-0.25,-0.25,-0.25,0.038217,0.504854,0.927621,0,0,0,0,-0.25,-0.25,-0.25,0.40566,0.239812,0,0.653595,0.747036,0,0,0,0,-0.25,0,0.049451,0,0.05102,0,0.306729,0,0,0,0,0,0.017341,0,0.026483,0.060403,0.842942,0.625721,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.996956,0.973173,0,0,0,0,0,0.998886,0.977365,0,0,0,0,0,0.820941,0.997903,0,0,-0.25,-0.25,0,0.991609,0.97236,0,0,-0.25,-0.25,-0.25,0,0.920291,0.993429,0,0,0,-0.25,-0.25,0,0,0.979863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0.933502,0,0,0,0,0,0,0,0.940019,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,57.377531
72,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.225882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358852,0,0,0,0,0,-0.25,0,0,0.306652,0.49711,0,0,0,-0.25,-0.25,-0.25,0.015326,0,0.284024,0.424668,0,0,-0.25,-0.25,-0.25,-0.25,0.013937,0,0,0.369938,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.154058,0.672399,0,0,0,0,0,-0.25,0,0,0,0.477602,0,0,0,0,0,0,0,0,0,0,0.398769,0,0,0,0,0,0,0,0,0,0,0.078088,0,0,0,-0.25,0,0,0,0,0,0.751835,0.521431,0.886813,0.951054,-0.25,0.240964,0,0,0,0,0.744647,0.71048,0.582573,0,0,0.553571,0.36,0,0,0,0.275625,0.703136,0,0,0,0.054608,0.255462,0.150134,0,0,0,0,0,-0.25,-0.25,0.260355,0.498768,0.204604,0,0,0,0,-0.25,-0.25,-0.25,0.336232,0.536993,0.496552,0,0,0,-0.25,-0.25,-0.25,-0.25,0.511931,0.21875,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.503432,0.459424,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.058685,0.099083,0,0,0,-0.25,-0.25,0,0,0,0.503145,0.337349,0.729762,0,0,0,0,0,0,0,0,0.322759,0.040065,0.887058,0.672787,0,0,0,0,0,0,0.725632,0,0.835443,0.42266,0,-0.25,0,0.999876,0.999962,0.999515,0,0,0,-0.25,0,0.999826,0.999974,0.998944,0,0,0,0,0,0.998981,0.999992,0.996045,0,0,0,0,0,0.987121,0.998934,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0.999368,0.976414,0.99523,0.985696,0,0,0,0,0.999913,0.998404,0.999892,0.999732,0.864926,0,0,0,0.997706,0.999677,0.999951,0.999999,0.99805,0,0,-0.25,0,0.999667,0.999988,0.999988,0.999631,0,0,-0.25,0,0.998945,0.999988,0.999928,0.998141,0,0,0,0,0,0.989542,0.881029,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0.979362,0.996053,0,0,0,0,-0.25,-0.25,0.995749,0.999979,0.998806,0.851907,0,0,0,0,0,0.999894,0.999942,0.99907,0,0,0,0,0,0.99971,0.999972,0.999726,0,0,0,-0.25,37.224115
73,0,0,0,0,0.558511,0.610765,0,0,0,-0.25,0,0,0,0,0.802572,0.075385,0,0,0,0,0,0,0,0,0.152156,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.618506,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0.884602,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0.435844,0,0,-0.25,-0.25,-0.25,-0.25,0.070423,0,0,0,0,0,0,0,-0.25,-0.25,0.102564,0,0,0,0,0.774857,0,0,0,0,0,0,0,0,0,0.90342,0,0,0,0,0,0,0,0,0,0.87614,0,0,0,-0.25,0,0,0,0,0,0.461022,0.900016,0.825669,0,-0.25,0,0,0,0,0,0,0.797784,0,0,0,0,0,0,0.635593,0.884631,0.331081,0.937336,0,0,0,0.474273,0.467822,0.874317,0.854352,0.653148,0,0,0,-0.25,-0.25,0.766768,0.782093,0.636025,0,0,0,-0.25,-0.25,-0.25,-0.25,0.4,0.327014,0.923594,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.420561,0.786574,0.670017,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.12945,0.552747,0.444345,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.83089,0.857143,0,0,0,-0.25,-0.25,0,0,0,0.692521,0.891075,0.88467,0.847482,0,0,0,0,0,0,0,0.363407,0,0.846924,0,0,0,0,0,0,0,0,0.039357,0.904838,0,0,-0.25,0,0.99976,1,1,0.994798,0,0,0,0,0.999832,0.999985,0.99994,0.761191,0,0,0,0,0.999745,0.999994,0.99972,0,0,0,-0.25,0,0.999206,0.999999,0.998288,0,-0.25,-0.25,-0.25,0,0.985998,0.999311,0,0,-0.25,-0.25,-0.25,0,0,0.999686,0.993593,0,-0.25,-0.25,-0.25,0.998973,0.997499,1,0.999933,0.984447,0,0,-0.25,0.999702,0.999916,0.999983,1,0.998391,0,0,0,0.999747,0.999966,0.999985,0.999996,0.999439,0,0,0,0.999864,0.999999,0.999963,1,0.998994,0,0,0,0.999955,1,0.999997,0.999802,0.973862,0,0,0,0.999042,0.99914,0.998997,0.987906,0,0,0,-0.25,0.991165,0,0,0,0,-0.25,-0.25,-0.25,0.995311,0,0,0,0,-0.25,-0.25,-0.25,0.996892,0.998559,0.987256,0,0,-0.25,-0.25,-0.25,0.98998,0.999899,0.999898,0.995195,0,0,0,-0.25,0,0.999792,0.999965,0.999625,0,0,0,0,0,0.999679,0.999965,0.999994,0.988902,0,0,0,34.121446
74,0,0,0.955801,0.061425,0,0,0,-0.25,-0.25,-0.25,0,0.411585,0.949662,0,0,0,0,0,-0.25,-0.25,0.033058,0.857647,0.725624,0.613155,0,0,0,0,0,-0.25,0.268293,0.969677,0.935255,0.834202,0,0,0,0,0,0,0,0.759375,0.915616,0.940193,0.633921,0,0,0,0,-0.25,0,0.906067,0.988923,0.989244,0.985933,0.507533,0,0,-0.25,-0.25,0,0.945628,0.998945,0.988719,0.985633,0.867375,0,0,-0.25,-0.25,0,0.112554,0.933105,0.952479,0.870675,0,0,0,0,-0.25,0,0.967384,0.887299,0.904046,0.07377,0,0,0,0,0,0,0.898305,0.606725,0.285171,0,0,0,0,0,0,0,0,0.950318,0.493653,0,0,0,0,-0.25,-0.25,0,0,0.968435,0.121065,0,0,0,-0.25,-0.25,-0.25,0,0,0.836559,0.754853,0,0,0,-0.25,-0.25,-0.25,0,0.210938,0,0,0,0,0,0,-0.25,-0.25,0.225352,0.874172,0.926237,0,0,0,0,0,0,0,0.900744,0.999478,0.957785,0,0,0,0,0,0,0,0.887399,0.876988,0.988739,0.782811,0,0,0,0,0,-0.25,0.984199,0.615034,0.7411,0.96666,0,0,0,0,-0.25,-0.25,0.994297,0.662879,0.698048,0.96504,0,0,0,0,-0.25,-0.25,0.839763,0.780882,0.986947,0.821429,0,0,0,0,0,-0.25,0.908108,1,0.963711,0,0,0,0,0,0,0,0.305882,0.862595,0.889826,0.061576,0,0,0,0,0,-0.25,0,0.264706,0.217984,0,0,0,0,0,-0.25,-0.25,0,0,0.811496,0.769506,0,0,0,-0.25,-0.25,-0.25,0.988575,0,0,0,0,0,-0.25,-0.25,0.990916,0,0,0,0,0,0,-0.25,0.990916,0,0,0,0,0,0,0,0.993826,0,0.993103,0.990238,0,0,0,-0.25,0.995147,0,0,0,0,0,0,-0.25,0.994761,0,0.959459,0.881777,0,0,0,-0.25,0.9921,0,0.989547,0.448766,0,0,0,0,0.990917,0,0,0,0,0,0,-0.25,0.976139,0,0,0,0,0,-0.25,-0.25,0.980214,0,0,0,0,0,-0.25,-0.25,0.96,0,0,0,0,0,0,-0.25,0.968054,0,0,0,0,0,0,0,0.968054,0,0,0,0,0,0,-0.25,0.96743,0,0,0,0,0,0,-0.25,0.977421,0,0,0,0,0.510421,0,-0.25,0.980388,0,0,0,0,0,0,0,0.977421,0,0,0,0,0,0,-0.25,0.963841,0,0,0,0,0,-0.25,-0.25,16.841242
75,0.2,0.280665,0.795939,0.568683,0,0.273525,0.911165,0.955795,0.961995,-0.25,0,0.343373,0.892452,0,0,0,0.590289,0.965382,0.979766,0,0.075117,0,0,0,0,0.969812,0.976659,0,0,0,0.253731,0,0,0,0,0.637,0,-0.25,-0.25,-0.25,0.271698,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.039216,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.049724,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.019608,0.07438,0,0,0,0,0,-0.25,-0.25,-0.25,0.274725,0,0,0,0,0,0,0.837296,0.169205,0,0.369863,0,0.75226,0.819113,0,0,0,0.964169,0.990567,0,0.56686,0.546423,0.746062,0.829187,0,0,0.889954,0.433999,0,-0.25,0.833616,0.596879,0.871617,0.850144,0,0.923277,0.843323,0.872279,0.976357,-0.25,0.13617,0.486885,0.210181,0,0,0.911277,0.567807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.216216,0,0,0,0.918087,0,0,0,0,0,0.194332,0.511041,0.116576,0,0.974954,0.876906,0.983963,0,0,0,0.35316,0.90106,0.580306,0,0.841649,0.829814,0.757023,0.96532,0.97585,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.999463,0.99243,0,-0.25,-0.25,-0.25,0,0,0.942263,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.930959
76,0.58147,0,0,0,0.913136,0.891051,0.959346,0.827615,0,-0.25,0.15544,0,0,0,0.75,0.918041,0.58701,0,0,0,0.023739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168231,0.913102,0.467005,0,0,0,0,0,0,0,0.894575,0.806613,0.931113,0.821323,0,-0.25,0.350731,0.044262,0,0,0,0.608531,0.671152,0,0,-0.25,0.188917,0.804217,0,0,0,0,0,0,0,0,0,0.141732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.045,0,0,0,0,0,0,0,0,0.127321,0.880734,0,0,0,0,0,0,0,0.635886,0.627451,0.501496,0,0,0,0.694505,0.675025,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.455505
77,0.6,0.274238,0,0.490731,0.874587,0,0,0,0,-0.25,0.592334,0,0,0,0,0,0,0,0,0,0.631218,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.145251,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.009346,0.185127,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.527559,0.624679,0,0,0,0,0,-0.25,-0.25,-0.25,0.463074,0.510638,0,0,0,0,0,0,0,0,0.436709,0.619898,0,0,0.904016,0.916189,0.881248,0,0,0,0.013115,0.896822,0.151479,0,0.94217,0.882488,0.957722,0,0,-0.25,0,0.773066,0.919641,0.622407,0,0,0,0,0,-0.25,0,0.443169,0.909649,0.554187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.495327,0.842577,0,0,0,0,0,0,0,0,0.669479,0.904362,0,0.690161,0.39375,0,0,0,0,0.442478,0.841618,0.353321,0.911683,0.916326,0.978815,0.751199,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0.62104,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.389222
78,0,0,0,0,0,0,0.818656,0,0,-0.25,0,0,0,0,0,0,0.559853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.590188,0.5442,0,0,-0.25,-0.25,-0.25,0,0,0,0.337046,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.278293,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.176678,0.736006,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.453008,0,0,0,-0.25,-0.25,0,0,0,0,0,0.390438,0,0,0,0,0,0,0,0,0,0.3046,0,0,0,0,0,0,0,0,0,0.767889,0,0,0,-0.25,0,0,0,0,0.14876,0.821979,0,0,0,-0.25,0,0,0,0,0.023858,0.515639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.690201,0.420769,0.613879,0,0,-0.25,-0.25,-0.25,-0.25,0,0.565022,0.823529,0.931622,0.069498,0,-0.25,-0.25,-0.25,-0.25,0,0.04,0.702439,0.849914,0.570541,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865818,0,0,0,0,0,0,0,0,0,0.836069,0.483671,0,0,-0.25,0,0,0.998006,0.990088,0.999454,0.99664,0,-0.25,0,0,0,0.995757,0.999749,0.997002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.998707,0.997967,0,0,-0.25,-0.25,0,0,0.999228,0.999895,0.988844,0,0,0,0,0,0,0.991743,0.998241,0,0,0,0,0,0,0,0,0,0,-0.25,0.988191,0.998838,0,0.992421,0.997652,0,0,-0.25,0.998675,0.999961,0.999735,0.999912,0.997686,0,0,0,0.998499,0.999925,0.999949,0.999968,0.986045,0,0,0,0.995267,0.999947,0.999957,0.998874,0,0,-0.25,-0.25,0,0.998168,0.820961,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.998053,0.999762,0.994886,0,0,0,0,0.97727,0.999883,0.999967,0.999602,0,0,0,0,0.967443,0.999913,0.999971,0.999911,0.863177,0,-0.25,43.893335
79,0,0,0,0,0,0.282421,0,0,0,-0.25,0,0,0,0,0,0.217778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013378,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341922,0,0,0,0,0,0,0,0,0,0.265663,0,0,0,-0.25,0,0,0,0,0,0,0.210181,0,0,-0.25,0,0,0,0,0,0,0.541314,0,0,0,0.579592,0.018908,0,0,0,0.038341,0,0,0.235433,0,0.513514,0.661877,0,0,0,0.340096,0,0,-0.25,-0.25,0.157895,0.428571,0.719101,0.127421,0,0,0,-0.25,-0.25,-0.25,0,0.575472,0.656891,0.812321,0,0,-0.25,-0.25,-0.25,-0.25,0,0.407503,0.754717,0.487211,0,0,-0.25,-0.25,-0.25,-0.25,0,0.73654,0.383877,0.721925,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0.193676,0,0,-0.25,-0.25,0,0,0,0,0,0.30332,0,0,0.1875,0.496716,0,0,0,0.055006,0,0.457944,0,0,0,0,0,0,0,0.172414,0,0.138028,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0.958833,0.920511,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,54.062416
80,0,0,0,0,0,0,0,0.157511,0,-0.25,0,0,0,0.026624,0.031277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040738,0.24989,0,-0.25,0.432203,0,0,0,0,0,0,0,0,-0.25,0.062696,0,0,0,0,0,0.077812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223602,0,0,0,0,0,0,-0.25,-0.25,0,0.491639,0.670508,0,0,0,0,-0.25,-0.25,-0.25,0.188791,0.620345,0.392371,0,0,0,-0.25,-0.25,-0.25,-0.25,0.505837,0.856359,0.116851,0,0,0,-0.25,-0.25,-0.25,-0.25,0.645161,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.731895,0,0,0,0,0,0,0,-0.25,-0.25,0.485772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.986567,0.996925,0.996754,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,62.34959
